Part,Manufacturer,Package,Vrwm,Vclamp,Capacitance,Channels,Direction,Grade,Type,Ipp,IEC42_kV,IEC45_A
SZESD7205WTT1G,onsemi,SC-70-3 / SOT-323-3,5,,0.85,2,Unidirectional,Automotive,TVS/ESD,,,
ESD7205DT5G,onsemi,SOT-723-3,5,,0.55,2,Unidirectional,Commercial,TVS/ESD,,,
SZESD7241N2T5G,onsemi,X2DFN-2,24,,1,1,Bidirectional,Automotive,TVS/ESD,,,
ESD7241N2T5G,onsemi,X2DFN-2,24,,1,1,Bidirectional,Commercial,TVS/ESD,,,
SZESD7241MXWT5G,onsemi,X2DFNW2,24,,1,1,Bidirectional,Automotive,TVS/ESD,,,
ESD7321MUT5G,onsemi,X3DFN-2,7,,0.3,1,Bidirectional,Commercial,TVS/ESD,,,
SZESD7351HT1G,onsemi,SOD-323,3.3,,0.6,1,Unidirectional,Automotive,TVS/ESD,,,
ESD7351XV2T1G,onsemi,SOD-523-2,3.3,,0.6,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD7351P2T5G,onsemi,SOD-923-2,3.3,,0.6,1,Unidirectional,Automotive,TVS/ESD,,,
ESD7351HT1G,onsemi,SOD-323,3.3,,0.6,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD7361XV2T1G,onsemi,SOD-523-2,16,,0.55,1,Unidirectional,Automotive,TVS/ESD,,,
SZESD7361P2T5G,onsemi,SOD-923-2,16,,0.55,1,Unidirectional,Automotive,TVS/ESD,,,
ESD7381MUT5G,onsemi,X3DFN-2,3.3,,0.55,1,Unidirectional,Commercial,TVS/ESD,,,
ESD7382MUT5G,onsemi,X3DFN-2,5,,0.55,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD7410MXWT5G,onsemi,X2DFNW2,8,,1,1,Bidirectional,Automotive,TVS/ESD,,,
SZESD7410N2T5G,onsemi,X2DFN-2,8,,1,1,Bidirectional,Automotive,TVS/ESD,,,
ESD7421N2T5G,onsemi,XDFN-2,16,,0.6,1,Bidirectional,Commercial,TVS/ESD,,,
SZESD7421N2T5G,onsemi,XDFN-2,16,,0.6,1,Bidirectional,Automotive,TVS/ESD,,,
SZESD7462N2T5G,onsemi,X2DFN-2,16,,0.55,1,Bidirectional,Automotive,TVS/ESD,,,
SZESD7462MXWT5G,onsemi,X2DFNW2,16,,0.55,1,Bidirectional,Automotive,TVS/ESD,,,
SZESD7481MUT5G,onsemi,X3DFN-2,3.3,,0.4,1,Bidirectional,Automotive,TVS/ESD,,,
ESD7481MUT5G,onsemi,X3DFN-2,3.3,,0.4,1,Bidirectional,Commercial,TVS/ESD,,,
ESD7504MUTAG,onsemi,UDFN-10,3.3,,0.55,4,Unidirectional,Commercial,TVS/ESD,,,
SZESD7551MXWT5G,onsemi,X2DFNW2,3.3,,0.35,1,Bidirectional,Automotive,TVS/ESD,,,
SZESD7551N2T5G,onsemi,X2DFN-2,3.3,,0.35,1,Bidirectional,Automotive,TVS/ESD,,,
ESD7551N2T5G,onsemi,X2DFN-2,3.3,,0.35,1,Bidirectional,Commercial,TVS/ESD,,,
SZESD7C3.3DT5G,onsemi,SOT-723-3,3.3,,13,2,Unidirectional,Automotive,TVS/ESD,,,
ESD7C3.3DT5G,onsemi,SOT-723-3,3.3,,13,2,Unidirectional,Commercial,TVS/ESD,,,
ESD7C5.0DT5G,onsemi,SOT-723-3,5,,6.2,2,Unidirectional,Commercial,TVS/ESD,,,
ESD7L5.0DT5G,onsemi,SOT-723-3,5,,0.9,2,Unidirectional,Commercial,TVS/ESD,,,
SESD7L5.0DT5G,onsemi,SOT-723-3,5,,0.9,2,Unidirectional,Commercial,TVS/ESD,,,
ESD7M5.0DT5G,onsemi,SOT-723-3,5,,2.5,2,Unidirectional,Commercial,TVS/ESD,,,
SZESD8006MUTAG,onsemi,UDFN-8,3.3,,0.32,6,Unidirectional,Automotive,TVS/ESD,,,
ESD8006MUTAG,onsemi,UDFN-8,3.3,,0.32,6,Unidirectional,Commercial,TVS/ESD,,,
ESD8008MUTAG,onsemi,UDFN-14,3.3,,0.3,8,Unidirectional,Commercial,TVS/ESD,,,
SZESD8011MUT5G,onsemi,X3DFN-2,5.5,,0.2,1,Bidirectional,Automotive,TVS/ESD,,,
ESD8011MUT5G,onsemi,X3DFN-2,5.5,,0.2,1,Bidirectional,Commercial,TVS/ESD,,,
ESD8104MUTAG,onsemi,UDFN-10,3.3,,0.37,4,Unidirectional,Commercial,TVS/ESD,,,
SZESD8351MUT5G,onsemi,X3DFN-2,3.3,,0.55,1,Unidirectional,Automotive,TVS/ESD,,,
ESD8351XV2T1G,onsemi,SOD-523-2,3.3,,0.55,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD8351XV2T1G,onsemi,SOD-523-2,3.3,,0.55,1,Unidirectional,Automotive,TVS/ESD,,,
ESD8351MUT5G,onsemi,X3DFN-2,3.3,,0.55,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD8351P2T5G,onsemi,SOD-923-2,3.3,,0.55,1,Unidirectional,Automotive,TVS/ESD,,,
ESD8451MUT5G,onsemi,X3DFN-2,3.3,,0.3,1,Bidirectional,Commercial,TVS/ESD,,,
ESD8472MUT5G,onsemi,X3DFN-2,5.3,,0.3,1,Bidirectional,Commercial,TVS/ESD,,,
SZESD8472MUT5G,onsemi,X3DFN-2,5.3,,0.3,1,Bidirectional,Automotive,TVS/ESD,,,
ESD8551N2T5G,onsemi,X2DFN-2,3.3,,0.3,1,Bidirectional,Commercial,TVS/ESD,,,
SZESD8551N2T5G,onsemi,X2DFN-2,3.3,,0.3,1,Bidirectional,Automotive,TVS/ESD,,,
SZESD8551MXWT5G,onsemi,X2DFNW2,3.3,,0.3,1,Bidirectional,Automotive,TVS/ESD,,,
SZESD8704MTWTAG,onsemi,"WDFNW10 2.5x1.0, 0.5P",3.3,,0.5,4,Unidirectional,Automotive,TVS/ESD,,,
ESD8704MUTAG,onsemi,UDFN-10,3.3,,0.5,4,Unidirectional,Commercial,TVS/ESD,,,
ESD8708MUTAG,onsemi,UDFN-14,3.3,,0.5,8,Unidirectional,Commercial,TVS/ESD,,,
ESD9101P2T5G,onsemi,SOD-923-2,5,,0.5,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD9101P2T5G,onsemi,SOD-923-2,5,,0.5,1,Unidirectional,Automotive,TVS/ESD,,,
ESD9B3.3ST5G,onsemi,SOD-923-2,3.3,,15,1,Bidirectional,Commercial,TVS/ESD,,,
SZESD9B3.3ST5G,onsemi,SOD-923-2,3.3,,15,1,Bidirectional,Automotive,TVS/ESD,,,
ESD9B5.0ST5G,onsemi,SOD-923-2,5,,15,1,Bidirectional,Commercial,TVS/ESD,,,
SZESD9B5.0ST5G,onsemi,SOD-923-2,5,,15,1,Bidirectional,Automotive,TVS/ESD,,,
ESD9C3.3ST5G,onsemi,SOD-923-2,3.3,,13,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD9C3.3ST5G,onsemi,SOD-923-2,,,,,,Automotive,TVS/ESD,,,
ESD9C5.0ST5G,onsemi,SOD-923-2,5,,6.2,1,Unidirectional,Commercial,TVS/ESD,,,
ESD9L5.0ST5G,onsemi,SOD-923-2,5,,0.9,1,Unidirectional,Commercial,TVS/ESD,,,
SESD9L5.0ST5G,onsemi,SOD-923-2,,,,,,Commercial,TVS/ESD,,,
ESD9L3.3ST5G,onsemi,SOD-923-2,3.3,,0.9,1,Unidirectional,Commercial,TVS/ESD,,,
ESD9M5.0ST5G,onsemi,SOD-923-2,5,,2.5,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD9M5.0ST5G,onsemi,SOD-923-2,5,,2.5,1,Unidirectional,Automotive,TVS/ESD,,,
ESD9P5.0ST5G,onsemi,SOD-923-2,5,,1.3,1,Unidirectional,Commercial,TVS/ESD,,,
ESD9R3.3ST5G,onsemi,SOD-923-2,3.3,,0.9,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD9R3.3ST5G,onsemi,SOD-923-2,3.3,,0.9,1,Unidirectional,Automotive,TVS/ESD,,,
SZESD9X12ST5G,onsemi,SOD-923-2,12,,30,1,Unidirectional,Automotive,TVS/ESD,,,
ESD9X7.0ST5G,onsemi,SOD-923-2,7,,65,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD9X3.3ST5G,onsemi,SOD-923-2,3.3,,80,1,Unidirectional,Automotive,TVS/ESD,,,
ESD9X3.3ST5G,onsemi,SOD-923-2,3.3,,80,1,Unidirectional,Commercial,TVS/ESD,,,
ESD9X12ST5G,onsemi,SOD-923-2,12,,30,1,Unidirectional,Commercial,TVS/ESD,,,
SZESD9X5.0ST5G,onsemi,SOD-923-2,5,,65,1,Unidirectional,Automotive,TVS/ESD,,,
ESD9X5.0ST5G,onsemi,SOD-923-2,5,,65,1,Unidirectional,Commercial,TVS/ESD,,,
SZESDL2012MX2WT5G,onsemi,X2DFNW2 1.60x0.80,1,,0.35,1,Bidirectional,Automotive,TVS/ESD,,,
ESDL2012MX4T5G,onsemi,DFN-2,1,,0.23,1,Bidirectional,Commercial,TVS/ESD,,,
ESDL2031MX4T5G,onsemi,DFN-2,4,,0.55,1,Bidirectional,Commercial,TVS/ESD,,,
ESDL3552BPFCT5G,onsemi,X4DFN-3,5,,0.25,2,Bidirectional,Commercial,TVS/ESD,,,
ESDM1021MX4T5G,onsemi,X4DFN-2,2,,23,1,Bidirectional,Commercial,TVS/ESD,,,
ESDM1051MX4T5G,onsemi,X4DFN-2,5.5,,24,1,Bidirectional,Commercial,TVS/ESD,,,
ESDM2032MX4T5G,onsemi,DFN-2,3.3,,23,1,Bidirectional,Commercial,TVS/ESD,,,
ESDM2033MX4T5G,onsemi,DFN-2,3.3,,5.5,1,Bidirectional,Commercial,TVS/ESD,,,
ESDONCAN1LT3G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,10,2,Bidirectional,Commercial,TVS/ESD,,,
SESDONCAN1LT3G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,10,2,Bidirectional,Commercial,TVS/ESD,,,
SESDONCAN1LT1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,10,2,Bidirectional,Commercial,TVS/ESD,,,
ESDONCAN1LT1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,10,2,Bidirectional,Commercial,TVS/ESD,,,
SZESDR0502BT1G,onsemi,SC-75-3,5,,0.45,2,Unidirectional,Automotive,TVS/ESD,,,
ESDR0502BT1G,onsemi,SC-75-3,5,,0.45,2,Unidirectional,Commercial,TVS/ESD,,,
ESDR0502NMUTAG,onsemi,UDFN-6,5.5,,0.6,4,Unidirectional,Commercial,TVS/ESD,,,
ESDR0502NMUTBG,onsemi,UDFN-6,5.5,,0.6,4,Unidirectional,Commercial,TVS/ESD,,,
ESDR0524PMUTAG,onsemi,UDFN-10,5,,0.4,4,Unidirectional,Commercial,TVS/ESD,,,
ESDU1052FCT5G,onsemi,"DSN2, 0.435x0.23, 0.28P",5.5,,4,1,Unidirectional,Commercial,TVS/ESD,,,
ESDU3121MXT5G,onsemi,X2DFN-2,12,,65,1,Unidirectional,Commercial,TVS/ESD,,,
LC03-6R2G,onsemi,SOIC-8,5,,25,2,Unidirectional,Commercial,TVS/ESD,,,
MA3075WALT1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",5,,80,2,Unidirectional,Commercial,TVS/ESD,,,
SZMG2040MUTAG,onsemi,UDFN-18,5,,0.42,14,Unidirectional,Automotive,TVS/ESD,,,
MG2040MUTAG,onsemi,UDFN-18,5,,0.42,14,Unidirectional,Commercial,TVS/ESD,,,
MMQA12VT1G,onsemi,SC-74,9.1,,,4,Unidirectional,Commercial,TVS/ESD,,,
MMQA13VT1G,onsemi,SC-74,,,,4,Unidirectional,Commercial,TVS/ESD,,,
MMQA15VT1G,onsemi,SC-74,11,,,4,Unidirectional,Commercial,TVS/ESD,,,
SZMMQA18VT1G,onsemi,SC-74,14,,80,4,Unidirectional,Automotive,TVS/ESD,,,
MMQA18VT1G,onsemi,SC-74,14,,80,4,Unidirectional,Commercial,TVS/ESD,,,
MMQA20VT1G,onsemi,SC-74,21,,,4,Unidirectional,Commercial,TVS/ESD,,,
MMQA27VT1G,onsemi,SC-74,,,,4,Unidirectional,Commercial,TVS/ESD,,,
SZMMQA33VT1G,onsemi,SC-74,25,,,4,Unidirectional,Automotive,TVS/ESD,,,
MMQA33VT1G,onsemi,SC-74,25,,,4,Unidirectional,Commercial,TVS/ESD,,,
MMQA5V6T1G,onsemi,SC-74,4,,,4,Unidirectional,Commercial,TVS/ESD,,,
MMQA5V6T3G,onsemi,SC-74,4,,,4,Unidirectional,Commercial,TVS/ESD,,,
MMQA6V2T1G,onsemi,SC-74,4,,,4,Unidirectional,Commercial,TVS/ESD,,,
MMQA6V8T1G,onsemi,SC-74,4.3,,250,4,Unidirectional,Commercial,TVS/ESD,,,
SZMMQA6V8T1G,onsemi,SC-74,4.3,,250,4,Unidirectional,Automotive,TVS/ESD,,,
MSQA6V1W5T2G,onsemi,SC-88A / SC-70-5,3,,90,4,Unidirectional,Commercial,TVS/ESD,,,
NIV1161MTTAG,onsemi,WDFN-6,16,,0.65,2,Unidirectional,Commercial,TVS/ESD,,,
NIS1161MTTAG,onsemi,WDFN-6,16,,0.65,2,Unidirectional,Commercial,TVS/ESD,,,
NIV1241MTWTAG,onsemi,"WDFNW6 2.0x2.2, 0.65P",23.5,,0.55,2,Unidirectional,Commercial,TVS/ESD,,,
NIV2161MTTAG,onsemi,WDFN-10,16,,0.65,2,Bidirectional,Commercial,TVS/ESD,,,
SZNSP2201MR6T1G,onsemi,TSOP-6,5,,5,2,Unidirectional,Automotive,TVS/ESD,,,
NSP2201MR6T1G,onsemi,TSOP-6,5,,5,2,Unidirectional,Commercial,TVS/ESD,,,
SZNSP4201MR6T1G,onsemi,TSOP-6,5,,5,5,Unidirectional,Automotive,TVS/ESD,,,
NSP4201MR6T1G,onsemi,TSOP-6,5,,5,5,Unidirectional,Commercial,TVS/ESD,,,
NSP8818MUTAG,onsemi,UDFN-10,3,,5,8,Unidirectional,Commercial,TVS/ESD,,,
NSP8814MUTAG,onsemi,UDFN-8,3,,5,4,Unidirectional,Commercial,TVS/ESD,,,
NSPM5131MUTBG,onsemi,UDFN-6,13.5,,1550,1,Unidirectional,Commercial,TVS/ESD,,,
NSPM8151MUTBG,onsemi,UDFN-6,15,,1200,1,Unidirectional,Commercial,TVS/ESD,,,
NSPM8181MUTBG,onsemi,UDFN-6,18,,1000,1,Unidirectional,Commercial,TVS/ESD,,,
NSPU2101MUT5G,onsemi,UDFN-2,10,,800,1,Unidirectional,Commercial,TVS/ESD,,,
NSPU2131MUT5G,onsemi,UDFN-2,13.5,,650,1,Unidirectional,Commercial,TVS/ESD,,,
NSPU5201MUTBG,onsemi,UDFN-6,20,,1550,1,Unidirectional,Commercial,TVS/ESD,,,
NSQA6V8AW5T2G,onsemi,SC-88A / SC-70-5,5,,15,4,Unidirectional,Commercial,TVS/ESD,,,
SZNSQA6V8AW5T2G,onsemi,SC-88A / SC-70-5,5,,15,4,Unidirectional,Automotive,TVS/ESD,,,
SZNUP1105LT1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,30,1,Bidirectional,Automotive,TVS/ESD,,,
NUP1105LT1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,30,1,Bidirectional,Commercial,TVS/ESD,,,
SZNUP1301ML3T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",70,,3,1,Bidirectional,Automotive,TVS/ESD,,,
NUP1301ML3T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",70,,3,1,Bidirectional,Commercial,TVS/ESD,,,
NUP2105LT1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,30,2,Bidirectional,Commercial,TVS/ESD,,,
SZNUP2105LT3G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,30,2,Bidirectional,Automotive,TVS/ESD,,,
SZNUP2105LT1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,30,2,Bidirectional,Automotive,TVS/ESD,,,
NUP2114UPXV5T1G,onsemi,SOT-553,5,,1,2,Unidirectional,Commercial,TVS/ESD,,,
SNUP2114UCMR6T1G,onsemi,TSOP-6,5,,1,2,Unidirectional,Commercial,TVS/ESD,,,
NUP2114UCMR6T1G,onsemi,TSOP-6,5,,1,2,Unidirectional,Commercial,TVS/ESD,,,
NUP2115LT1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,10,2,Bidirectional,Commercial,TVS/ESD,,,
SZNUP2115LT1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,10,2,Bidirectional,Automotive,TVS/ESD,,,
NUP2115LT3G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,10,2,Bidirectional,Commercial,TVS/ESD,,,
SZNUP2125WTT3G,onsemi,SC-70-3 / SOT-323-3,24,,10,2,Bidirectional,Automotive,TVS/ESD,,,
SZNUP2125WTT1G,onsemi,SC-70-3 / SOT-323-3,24,,10,2,Bidirectional,Automotive,TVS/ESD,,,
NUP2201MR6T1G,onsemi,TSOP-6,5,,3,2,Bidirectional,Commercial,TVS/ESD,,,
SZNUP2201MR6T1G,onsemi,TSOP-6,5,,3,2,Bidirectional,Automotive,TVS/ESD,,,
NUP2202W1T2G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,5,,3,2,Bidirectional,Commercial,TVS/ESD,,,
NUP2301MW6T1G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,70,,3,2,Bidirectional,Commercial,TVS/ESD,,,
SZNUP2301MW6T1G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,70,,3,2,Bidirectional,Automotive,TVS/ESD,,,
SZNUP3105LT3G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",32,,30,2,Bidirectional,Automotive,TVS/ESD,,,
SZNUP3105LT1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",32,,30,2,Bidirectional,Automotive,TVS/ESD,,,
NUP3105LT3G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",32,,30,2,Bidirectional,Commercial,TVS/ESD,,,
NUP3105LT1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",32,,30,2,Bidirectional,Commercial,TVS/ESD,,,
NUP3115UPMUTAG,onsemi,UDFN-6,5.5,,1,4,Bidirectional,Commercial,TVS/ESD,,,
SZNUP3125WTT1G,onsemi,SC-70-3 / SOT-323-3,32,,10,2,Bidirectional,Automotive,TVS/ESD,,,
SZNUP3125WTT3G,onsemi,SC-70-3 / SOT-323-3,32,,10,2,Bidirectional,Automotive,TVS/ESD,,,
NUP4004M5T1G,onsemi,TSOP-5 / SOT-23-5,5,,23,4,Bidirectional,Commercial,TVS/ESD,,,
NUP4060AXV6T1G,onsemi,SOT-563,5,,10,4,Unidirectional,Commercial,TVS/ESD,,,
NUP4102XV6T1G,onsemi,SOT-563,12,,15,,Bidirectional,Commercial,TVS/ESD,,,
NUP4106DR2G,onsemi,SOIC-8,3.3,,15,4,Unidirectional,Commercial,TVS/ESD,,,
NUP4108W5T2G,onsemi,SC-88A / SC-70-5,,,9,,Unidirectional,Commercial,TVS/ESD,,,
NUP4114HMR6T1G,onsemi,TSOP-6,5,,0.6,4,Unidirectional,Commercial,TVS/ESD,,,
SZNUP4114HMR6T1G,onsemi,TSOP-6,5.5,,0.6,4,Unidirectional,Automotive,TVS/ESD,,,
SZNUP4114UCLW1T2G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,5.5,,0.6,4,Unidirectional,Automotive,TVS/ESD,,,
NUP4114UPXV6T2G,onsemi,SOT-563,5,,0.6,4,Unidirectional,Commercial,TVS/ESD,,,
NUP4114UPXV6T1G,onsemi,SOT-563,5,,0.6,4,Unidirectional,Commercial,TVS/ESD,,,
NUP4114UCW1T2G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,5.5,,0.6,4,Unidirectional,Commercial,TVS/ESD,,,
NUP4114UCLW1T2G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,5.5,,0.6,4,Unidirectional,Commercial,TVS/ESD,,,
NUP4201DR2G,onsemi,SOIC-8,5,,10,4,Unidirectional,Commercial,TVS/ESD,,,
NUP4202W1T2G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,5,,3,4,Bidirectional,Commercial,TVS/ESD,,,
NUP4301MR6T1G,onsemi,SC-74,,,3,4,Bidirectional,Commercial,TVS/ESD,,,
NUP4302MR6T1G,onsemi,TSOP-6,25,,28,4,Bidirectional,Commercial,TVS/ESD,,,
NUP4304MR6T1G,onsemi,SC-74,2.5,,1.5,4,Bidirectional,Commercial,TVS/ESD,,,
NUP45V6P5T5G,onsemi,SOT-953,3,,11.5,4,Unidirectional,Commercial,TVS/ESD,,,
NUP5120X6T1G,onsemi,SOT-563,5,,70,5,Unidirectional,Commercial,TVS/ESD,,,
NUP5120X6T2G,onsemi,SOT-563,5,,70,5,Unidirectional,Commercial,TVS/ESD,,,
NUP8011MUTAG,onsemi,UDFN-8,4.3,,14,8,Unidirectional,Commercial,TVS/ESD,,,
NUP8020X6T1G,onsemi,SOT-563,5,,70,,Unidirectional,Commercial,TVS/ESD,,,
SZNZ8D16V4MX2WT5G,onsemi,X2DFNW2,13,,20,1,Bidirectional,Automotive,TVS/ESD,,,
NZ8D16V4MX2WT5G,onsemi,X2DFNW2,13,,20,1,Bidirectional,Commercial,TVS/ESD,,,
NZ8P24VMX2WT5G,onsemi,X2DFNW2,24,,22,1,Unidirectional,Commercial,TVS/ESD,,,
SZNZ8P15VMX2WT5G,onsemi,X2DFNW2,15,,31,1,Unidirectional,Automotive,TVS/ESD,,,
NZ8P26VMX2WT5G,onsemi,X2DFNW2,26,,19,1,Unidirectional,Commercial,TVS/ESD,,,
SZNZ8P26VMX2WT5G,onsemi,X2DFNW2,26,,19,1,Unidirectional,Automotive,TVS/ESD,,,
SZNZ8P12VMX2WT5G,onsemi,X2DFNW2,12,,38,1,Unidirectional,Automotive,TVS/ESD,,,
SZNZ8P24VMX2WT5G,onsemi,X2DFNW2,24,,22,1,Unidirectional,Automotive,TVS/ESD,,,
SZNZ8P5V0MX2WT5G,onsemi,X2DFNW2,5,,47,1,Unidirectional,Automotive,TVS/ESD,,,
SZNZ8P36VMX2WT5G,onsemi,X2DFNW2,36,,15,1,Unidirectional,Automotive,TVS/ESD,,,
NZL5V6AXV3T1G,onsemi,SC-89-3,3,,,2,Unidirectional,Commercial,TVS/ESD,,,
NZL6V8AXV3T1G,onsemi,SC-89-3,4.5,,,2,Unidirectional,Commercial,TVS/ESD,,,
NZL7V5AXV3T1G,onsemi,SC-89-3,5,,32.6,2,Unidirectional,Commercial,TVS/ESD,,,
SZNZL7V5AXV3T1G,onsemi,SC-89-3,5,,32.6,2,Unidirectional,Automotive,TVS/ESD,,,
NZQA5V6XV5T1G,onsemi,SOT-553,3,,90,4,Unidirectional,Commercial,TVS/ESD,,,
NZQA5V6AXV5T1G,onsemi,SOT-553,3,,11.5,4,Unidirectional,Commercial,TVS/ESD,,,
NZQA6V2XV5T1G,onsemi,SOT-553,4,,80,4,Unidirectional,Commercial,TVS/ESD,,,
NZQA6V8XV5T1G,onsemi,SOT-553,4.3,,70,4,Unidirectional,Commercial,TVS/ESD,,,
NZQA6V8AXV5T1G,onsemi,SOT-553,3,,9.5,4,Unidirectional,Commercial,TVS/ESD,,,
PACDN004SR,onsemi,SOT-123-4,5.5,,5,2,Unidirectional,Commercial,TVS/ESD,,,
SZPACDN004SR,onsemi,SOT-143-4,5.5,,5,2,Unidirectional,Automotive,TVS/ESD,,,
PACDN042Y3R,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",5,,30,2,Unidirectional,Commercial,TVS/ESD,,,
SD05T3G,onsemi,SOD-323,5,,350,1,Unidirectional,Commercial,TVS/ESD,,,
SD05T1G,onsemi,SOD-323,5,,350,1,Unidirectional,Commercial,TVS/ESD,,,
SD12T1G,onsemi,SOD-323,12,,150,1,Unidirectional,Commercial,TVS/ESD,,,
SD12CT1G,onsemi,SOD-323,12,,64,,Bidirectional,Commercial,TVS/ESD,,,
SZSL05T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",5,,5,1,Unidirectional,Automotive,TVS/ESD,,,
SL05T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",5,,5,1,Unidirectional,Commercial,TVS/ESD,,,
SL12T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",12,,5,1,Unidirectional,Commercial,TVS/ESD,,,
SL15T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",15,,5,1,Unidirectional,Commercial,TVS/ESD,,,
SZSL15T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",15,,5,1,Unidirectional,Automotive,TVS/ESD,,,
SL24T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,5,1,Unidirectional,Commercial,TVS/ESD,,,
SZSM05T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",5,,225,2,Unidirectional,Automotive,TVS/ESD,,,
SM05T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",5,,225,2,Unidirectional,Commercial,TVS/ESD,,,
SM12T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",12,,95,2,Unidirectional,Commercial,TVS/ESD,,,
SM15T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",15,,100,2,Unidirectional,Commercial,TVS/ESD,,,
SM24T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,60,2,Unidirectional,Commercial,TVS/ESD,,,
SZSM24T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",24,,60,2,Unidirectional,Automotive,TVS/ESD,,,
SM36T1G,onsemi,"SOT-23 (TO-236) 2.90x1.30x1.00, 1.90P",36,,45,2,Unidirectional,Commercial,TVS/ESD,,,
SMDA05CDR2G,onsemi,SOIC-8,5,,350,8,Bidirectional,Commercial,TVS/ESD,,,
SMDA15CDR2G,onsemi,SOIC-8,15,,75,8,Bidirectional,Commercial,TVS/ESD,,,
SMF05T1G,onsemi,SC-88A / SC-70-5,5,,90,4,Unidirectional,Commercial,TVS/ESD,,,
SMF15CT1G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,15,,45,2,Unidirectional,Commercial,TVS/ESD,,,
SMF12CT1G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,12,,60,2,Unidirectional,Commercial,TVS/ESD,,,
SMF05CT1G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,5,,130,2,Unidirectional,Commercial,TVS/ESD,,,
SMF05CT2G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,5,,130,2,Unidirectional,Commercial,TVS/ESD,,,
SZSMF12CT1G,onsemi,SC-88-6 / SC-70-6 / SOT-363-6,12,,60,2,Unidirectional,Automotive,TVS/ESD,,,
SMS05T1G,onsemi,SC-74,5,,400,4,Unidirectional,Commercial,TVS/ESD,,,
SMS15T1G,onsemi,SC-74,15,,125,4,Unidirectional,Commercial,TVS/ESD,,,
SZSMS15T1G,onsemi,SC-74,15,,125,4,Unidirectional,Automotive,TVS/ESD,,,
