Part,Manufacturer,Package,Vrwm,Vclamp,Capacitance,Channels,Direction,Grade,Type,Ipp,IEC42_kV,IEC45_A
PESD5V0U5BF,Nexperia,XSON6,5.0,,2.9,5.0,Bidirectional,Commercial,TVS/ESD,,10.0,
PESD5V0U5BV,Nexperia,SOT666,5.0,,2.9,5.0,Bidirectional,Commercial,TVS/ESD,,10.0,
PESD5V0V1BA,Nexperia,SOD323,5.0,,11.0,1.0,Bidirectional,Commercial,TVS/ESD,4.8,30.0,
PESD5V0V1BA-Q,Nexperia,SOD323,5.0,,11.0,1.0,Bidirectional,Automotive,TVS/ESD,4.8,30.0,
PESD5V0V1BB,Nexperia,SC-79,5.0,,11.0,1.0,Bidirectional,Commercial,TVS/ESD,4.8,30.0,
PESD5V0V1BB-Q,Nexperia,SC-79,5.0,,11.0,1.0,Bidirectional,Automotive,TVS/ESD,4.8,30.0,
PESD5V0V1BCSF,Nexperia,DSN0603-2,5.0,,5.3,1.0,Bidirectional,Commercial,TVS/ESD,1.0,20.0,
PESD5V0V1BDSF,Nexperia,DSN0603-2,5.0,,5.3,1.0,Bidirectional,Commercial,TVS/ESD,2.0,25.0,
PESD5V0V1BESF,Nexperia,DSN0603-2,5.0,,9.3,1.0,Bidirectional,Commercial,TVS/ESD,4.7,30.0,
PESD5V0V1BL,Nexperia,DFN1006-2,5.0,,11.0,1.0,Bidirectional,Commercial,TVS/ESD,4.8,30.0,
PESD5V0V1BL-Q,Nexperia,DFN1006-2,5.0,,11.0,1.0,Bidirectional,Automotive,TVS/ESD,4.8,30.0,
PESD5V0V1BLD,Nexperia,DFN1006D-2,5.0,,11.0,1.0,Bidirectional,Commercial,TVS/ESD,4.8,30.0,
PESD5V0V1BLD-Q,Nexperia,DFN1006D-2,5.0,,11.0,1.0,Bidirectional,Automotive,TVS/ESD,4.8,30.0,
PESD5V0V1BLS,Nexperia,DFN1006BD-2,5.0,,11.0,1.0,Bidirectional,Commercial,TVS/ESD,4.8,30.0,
PESD5V0V1BSF,Nexperia,DSN0603-2,5.0,,3.5,1.0,Bidirectional,Commercial,TVS/ESD,1.0,15.0,
PESD5V0V2BM,Nexperia,DFN1006-3,5.0,,18.0,2.0,Bidirectional,Commercial,TVS/ESD,9.0,30.0,
PESD5V0V2BMB,Nexperia,DFN1006B-3,5.0,,18.0,2.0,Bidirectional,Commercial,TVS/ESD,9.0,30.0,
PESD5V0V2BMB-Q,Nexperia,DFN1006B-3,5.0,,18.0,2.0,Bidirectional,Automotive,TVS/ESD,9.0,30.0,
PESD5V0V4UW,Nexperia,SOT665,5.0,,12.0,4.0,Unidirectional,Commercial,TVS/ESD,1.5,12.0,
PESD5V0W1BDSF,Nexperia,DSN0603-2,5.0,,0.49,1.0,Bidirectional,Commercial,TVS/ESD,20.0,30.0,
PESD5V0X1BCAL,Nexperia,DFN1006-2,5.0,,0.85,1.0,Bidirectional,Commercial,TVS/ESD,1.8,15.0,
PESD5V0X1BCAL-Q,Nexperia,DFN1006-2,5.0,,0.85,1.0,Bidirectional,Automotive,TVS/ESD,1.8,15.0,
PESD5V0X1BCL,Nexperia,DFN1006-2,5.5,,0.49,1.0,Bidirectional,Commercial,TVS/ESD,1.7,8.0,
PESD5V0X1BCL-Q,Nexperia,DFN1006-2,5.5,,0.49,1.0,Bidirectional,Automotive,TVS/ESD,1.7,8.0,
PESD5V0X1BCSF,Nexperia,DSN0603-2,5.0,,1.1,1.0,Bidirectional,Commercial,TVS/ESD,7.0,20.0,
PESD5V0X1BL,Nexperia,DFN1006-2,5.0,,0.9,1.0,Bidirectional,Commercial,TVS/ESD,,9.0,
PESD5V0X1BL-Q,Nexperia,DFN1006-2,5.0,,0.9,1.0,Bidirectional,Automotive,TVS/ESD,,9.0,
PESD5V0X1BQ,Nexperia,SOT663,5.0,,0.9,1.0,Bidirectional,Commercial,TVS/ESD,,9.0,
PESD5V0X1BT,Nexperia,SOT23,5.0,,0.9,1.0,Bidirectional,Commercial,TVS/ESD,,9.0,
PESD5V0X1BT-Q,Nexperia,SOT23,5.0,,0.9,1.0,Bidirectional,Automotive,TVS/ESD,,9.0,
PESD5V0X1UAB,Nexperia,SC-79,5.5,,1.55,1.0,Unidirectional,Commercial,TVS/ESD,2.0,15.0,
PESD5V0X1UALD,Nexperia,DFN1006D-2,5.5,,1.55,1.0,Unidirectional,Commercial,TVS/ESD,2.0,15.0,
PESD5V0X1UALD-Q,Nexperia,DFN1006D-2,5.5,,1.55,1.0,Unidirectional,Automotive,TVS/ESD,2.0,15.0,
PESD5V0X1UB,Nexperia,SC-79,5.5,,0.95,1.0,Unidirectional,Commercial,TVS/ESD,1.5,8.0,
PESD5V0X1ULD,Nexperia,DFN1006D-2,5.5,,0.95,1.0,Unidirectional,Commercial,TVS/ESD,1.5,8.0,
PESD5V0X1ULD-Q,Nexperia,DFN1006D-2,5.5,,0.95,1.0,Unidirectional,Automotive,TVS/ESD,1.5,8.0,
PESD5V0X2UAM,Nexperia,DFN1006-3,5.0,,0.8,2.0,Unidirectional,Commercial,TVS/ESD,2.5,15.0,
PESD5V0X2UAM-Q,Nexperia,DFN1006-3,5.0,,0.8,2.0,Unidirectional,Automotive,TVS/ESD,2.5,15.0,
PESD5V0X2UAMB,Nexperia,DFN1006B-3,5.0,,0.8,2.0,Unidirectional,Commercial,TVS/ESD,2.5,15.0,
PESD5V0X2UM,Nexperia,DFN1006-3,5.0,,0.5,2.0,Unidirectional,Commercial,TVS/ESD,1.5,2026,
PESD5V0X2UM-Q,Nexperia,DFN1006-3,5.0,,0.5,2.0,Unidirectional,Automotive,TVS/ESD,1.5,10.0,
PESD5V0X2UMB,Nexperia,DFN1006B-3,5.0,,0.5,2.0,Unidirectional,Commercial,TVS/ESD,1.5,2026,
PESD5V0X2UMB-Q,Nexperia,DFN1006B-3,5.0,,0.8,2.0,Unidirectional,Automotive,TVS/ESD,2.5,15.0,
PESD5V0X2UT,Nexperia,SOT23,5.0,,0.76,2.0,Unidirectional,Commercial,TVS/ESD,10.0,22.0,
PESD5V0Y1BCSF,Nexperia,DSN0603-2,5.0,,0.16,1.0,Bidirectional,Commercial,TVS/ESD,7.2,15.0,
PESD5V0Z1BDSF,Nexperia,DSN0603-2,5.0,,0.32,1.0,Bidirectional,Commercial,TVS/ESD,15.0,30.0,
PESD5V2S2UT,Nexperia,SOT23,5.2,,152.0,2.0,Unidirectional,Commercial,TVS/ESD,15.0,30.0,
PESD5V2S2UT-Q,Nexperia,SOT23,5.2,,152.0,2.0,Unidirectional,Automotive,TVS/ESD,15.0,30.0,
PESD5V5C1BBSF,Nexperia,DSN0603-2,5.5,,0.26,1.0,Bidirectional,Commercial,TVS/ESD,10,15.0,
PESD5V5C1BBSF-Q,Nexperia,DSN0603-2,5.5,,0.26,1.0,Bidirectional,Automotive,TVS/ESD,10,15.0,
PESD5V5C1BL,Nexperia,DFN1006,5.5,,0.245,1.0,Bidirectional,Commercial,TVS/ESD,6.5,15.0,
PESD5V5C1BL-Q,Nexperia,DFN1006,5.5,,0.245,1.0,Bidirectional,Automotive,TVS/ESD,6.5,15.0,
PESD5V5C1UBSF,Nexperia,DSN0603-2,5.5,,0.58,1.0,Unidirectional,Commercial,TVS/ESD,10,18.0,
PESD5V5C1UL,Nexperia,DFN1006,5.5,,0.5,1.0,Unidirectional,Commercial,TVS/ESD,6.5,15.0,
PESD5V5C1UL-Q,Nexperia,DFN1006,5.5,,0.5,1.0,Unidirectional,Automotive,TVS/ESD,6.5,15.0,
PESD5V5HS2-SF,Nexperia,DSN0603-2,5.5,,0.45,1.0,Bidirectional,Commercial,TVS/ESD,5.5,15.0,
PESD5V5HS-SF,Nexperia,DSN0603-2,5.5,,0.95,1.0,Bidirectional,Commercial,TVS/ESD,8.0,15.0,
PESD5V5S1BSF,Nexperia,DSN0603-2,5.5,,6.2,1.0,Bidirectional,Commercial,TVS/ESD,11.0,22.0,
PESD5V5U1BCSF,Nexperia,DSN0603-2,5.5,,5.3,1.0,Bidirectional,Commercial,TVS/ESD,5.4,30.0,
PESD5V5V1BCSF,Nexperia,DSN0603-2,5.5,,8.0,1.0,Bidirectional,Commercial,TVS/ESD,7.1,20.0,
PESD5Z2.5,Nexperia,SC-79,2.5,,229.0,1.0,Unidirectional,Commercial,TVS/ESD,20.0,30.0,
PESD5Z3.3,Nexperia,SC-79,3.3,,172.0,1.0,Unidirectional,Commercial,TVS/ESD,20.0,30.0,
PESD5Z3.3-Q,Nexperia,SC-79,3.3,,172.0,1.0,Unidirectional,Automotive,TVS/ESD,20.0,30.0,
PESD5Z5.0,Nexperia,SC-79,5.0,,89.0,1.0,Unidirectional,Commercial,TVS/ESD,10.0,30.0,
PESD5Z5.0-Q,Nexperia,SC-79,5.0,,89.0,1.0,Unidirectional,Automotive,TVS/ESD,10.0,30.0,
PESD5Z6.0,Nexperia,SC-79,6.0,,78.0,1.0,Unidirectional,Commercial,TVS/ESD,10.0,30.0,
PESD5Z7.0,Nexperia,SC-79,7.0,,69.0,1.0,Unidirectional,Commercial,TVS/ESD,10.0,30.0,
PESD5Z7.0-Q,Nexperia,SC-79,7.0,,69.0,1.0,Unidirectional,Automotive,TVS/ESD,10.0,30.0,
PESD5Z12,Nexperia,SC-79,12.0,,35.0,1.0,Unidirectional,Commercial,TVS/ESD,6.0,30.0,
PESD6V0L2UU,Nexperia,SC-70,6.0,,34.0,2.0,Unidirectional,Commercial,TVS/ESD,,30.0,
PESD6V3S1UL,Nexperia,DFN1006-2,6.3,,82.0,1.0,Unidirectional,Commercial,TVS/ESD,10.4,30.0,
PESD6V5C1USF,Nexperia,DSN0603-2,6.5,,0.45,1.0,Unidirectional,Commercial,TVS/ESD,9.0,20.0,
PESD7V0C1BSF,Nexperia,DSN0603-2,7.0,,0.2,1.0,Bidirectional,Commercial,TVS/ESD,9.0,20.0,
PESD7V0H1BSF,Nexperia,DSN0603-2,7.0,,0.15,1.0,Bidirectional,Commercial,TVS/ESD,7.0,15.0,
PESD7V0L1BSL,Nexperia,DFN1006-2,7.0,,15.0,1.0,Bidirectional,Commercial,TVS/ESD,7.0,30.0,
PESD7V0R1BSF,Nexperia,DSN0603-2,7.0,,0.1,1.0,Bidirectional,Commercial,TVS/ESD,4.5,2026,
PESD7V1R1BCSF,Nexperia,DSN0603-2,7.1,,0.108,1.0,Bidirectional,Commercial,TVS/ESD,3.5,8.0,
PESD7V1R1BDSF,Nexperia,DSN0603-2,7.1,,0.13,1.0,Bidirectional,Commercial,TVS/ESD,4.8,12.0,
PESD8V0S1UL,Nexperia,DFN1006-2,8.0,,70.0,1.0,Unidirectional,Commercial,TVS/ESD,8.5,30.0,
PESD8V0S1ULD,Nexperia,DFN1006D-2,8.0,,70.0,1.0,Unidirectional,Commercial,TVS/ESD,13.0,15.0,
PESD8V0S1ULD-Q,Nexperia,DFN1006D-2,8.0,,70.0,1.0,Unidirectional,Automotive,TVS/ESD,13.0,15.0,
PESD8V0S1ULS,Nexperia,DFN1006BD-2,8.0,,70.0,1.0,Unidirectional,Commercial,TVS/ESD,13.0,30.0,
PESD9V0C1BSF,Nexperia,DSN0603-2,9.0,,0.2,1.0,Bidirectional,Commercial,TVS/ESD,8.5,18.0,
PESD9V0W1BCSF,Nexperia,DSN0603-2,9.0,,0.5,1.0,Bidirectional,Commercial,TVS/ESD,20.0,30.0,
PESD9V0W1BDSF,Nexperia,DSN0603-2,9.0,,0.49,1.0,Bidirectional,Commercial,TVS/ESD,20.0,30.0,
PESD9V0Z1BDSF,Nexperia,DSN0603-2,9.0,,0.32,1.0,Bidirectional,Commercial,TVS/ESD,15.0,30.0,
PESD12VA-SF,Nexperia,DSN0603-2,12.0,,17.0,1.0,Bidirectional,Commercial,TVS/ESD,6.1,30.0,
PESD12VL1BA,Nexperia,SOD323,12.0,,19.0,1.0,Bidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD12VL1BA-Q,Nexperia,SOD323,12.0,,19.0,1.0,Bidirectional,Automotive,TVS/ESD,5.0,30.0,
PESD12VL1BCSL,Nexperia,DFN1006-2,12.0,,7.7,1.0,Bidirectional,Commercial,TVS/ESD,7.3,30.0,
PESD12VL1BSL,Nexperia,DFN1006-2,12.0,,7.7,1.0,Bidirectional,Commercial,TVS/ESD,7.3,30.0,
PESD12VL2BT,Nexperia,SOT23,12.0,,19.0,2.0,Bidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD12VL2BT-Q,Nexperia,SOT23,12.0,,19.0,2.0,Bidirectional,Automotive,TVS/ESD,5.0,30.0,
PESD12VS1UA,Nexperia,SOD323,12.0,,160.0,1.0,Unidirectional,Commercial,TVS/ESD,22.5,30.0,
PESD12VS1UA-Q,Nexperia,SOD323,12.0,,160.0,1.0,Unidirectional,Automotive,TVS/ESD,22.5,30.0,
PESD12VS1UB,Nexperia,SC-79,12.0,,38.0,1.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD12VS1UB-Q,Nexperia,SC-79,12.0,,38.0,1.0,Unidirectional,Automotive,TVS/ESD,5.0,30.0,
PESD12VS1UJ,Nexperia,SC-90,12.0,,160.0,1.0,Unidirectional,Commercial,TVS/ESD,22.5,30.0,
PESD12VS1UJ-Q,Nexperia,SC-90,12.0,,160.0,1.0,Unidirectional,Automotive,TVS/ESD,22.5,30.0,
PESD12VS1UL,Nexperia,DFN1006-2,12.0,,38.0,1.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD12VS1ULD,Nexperia,DFN1006D-2,12.0,,38.0,1.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD12VS1ULD-Q,Nexperia,DFN1006D-2,12.0,,38.0,1.0,Unidirectional,Automotive,TVS/ESD,5.0,30.0,
PESD12VS1ULS,Nexperia,DFN1006BD-2,12.0,,38.0,1.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD12VS2UQ,Nexperia,SOT663,12.0,,38.0,2.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD12VS2UT,Nexperia,SOT23,12.0,,38.0,2.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD12VS5UD,Nexperia,TSOP6,12.0,,73.0,5.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD12VS5UD-Q,Nexperia,TSOP6,12.0,,73.0,5.0,Unidirectional,Automotive,TVS/ESD,10.0,30.0,
PESD12VU1UT,Nexperia,SOT23,12.0,,0.6,2.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD12VV1BL,Nexperia,DFN1006-2,12.0,,17.0,1.0,Bidirectional,Commercial,TVS/ESD,7.8,30.0,
PESD12VV1BL-Q,Nexperia,DFN1006-2,12.0,,17.0,1.0,Bidirectional,Automotive,TVS/ESD,7.8,30.0,
PESD12VV1BLS,Nexperia,DFN1006BD-2,12.0,,17.0,1.0,Bidirectional,Commercial,TVS/ESD,12.0,30.0,
PESD12VV1BSF,Nexperia,DSN0603-2,12.0,,17.0,1.0,Bidirectional,Commercial,TVS/ESD,10.0,30.0,
PESD12VW1BCSF,Nexperia,DSN0603-2,12,,0.45,1.0,Bidirectional,Commercial,TVS/ESD,20.0,30.0,
PESD12VY1BSF,Nexperia,DSN0603-2,12.0,,0.37,1.0,Bidirectional,Commercial,TVS/ESD,7.0,16.2,
PESD15VL1BA,Nexperia,SOD323,15.0,,16.0,1.0,Bidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD15VL1BA-Q,Nexperia,SOD323,15.0,,16.0,1.0,Bidirectional,Automotive,TVS/ESD,5.0,30.0,
PESD15VL2BT,Nexperia,SOT23,15.0,,16.0,2.0,Bidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD15VL2BT-Q,Nexperia,SOT23,15.0,,16.0,2.0,Bidirectional,Automotive,TVS/ESD,5.0,30.0,
PESD15VR1BSF,Nexperia,DSN0603-2,15.0,,0.11,1.0,Bidirectional,Commercial,TVS/ESD,3.6,,
PESD15VS1UB,Nexperia,SC-79,15.0,,32.0,1.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD15VS1UB-Q,Nexperia,SC-79,15.0,,32.0,1.0,Unidirectional,Automotive,TVS/ESD,5.0,30.0,
PESD15VS1UL,Nexperia,DFN1006-2,15.0,,32.0,1.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD15VS1ULD,Nexperia,DFN1006D-2,15.0,,32.0,1.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD15VS1ULD-Q,Nexperia,DFN1006D-2,15.0,,32.0,1.0,Unidirectional,Automotive,TVS/ESD,5.0,30.0,
PESD15VS1ULS,Nexperia,DFN1006BD-2,15.0,,32.0,1.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD15VS2UAT,Nexperia,SOT23,15.0,,32.0,2.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD15VS2UAT-Q,Nexperia,SOT23,15.0,,32.0,2.0,Unidirectional,Automotive,TVS/ESD,5.0,30.0,
PESD15VS2UQ,Nexperia,SOT663,15.0,,32.0,2.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD15VS2UT,Nexperia,SOT23,15.0,,32.0,2.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD15VS2UT-Q,Nexperia,SOT23,15.0,,32.0,2.0,Unidirectional,Automotive,TVS/ESD,5.0,30.0,
PESD15VS5UD,Nexperia,TSOP6,15.0,,60.0,5.0,Unidirectional,Commercial,TVS/ESD,6.0,30.0,
PESD15VS5UD-Q,Nexperia,TSOP6,15.0,,60.0,5.0,Unidirectional,Automotive,TVS/ESD,6.0,30.0,
PESD15VU1UT,Nexperia,SOT23,15.0,,0.6,1.0,Unidirectional,Commercial,TVS/ESD,5.0,30.0,
PESD15VU1UT-Q,Nexperia,SOT23,15.0,,0.6,1.0,Unidirectional,Automotive,TVS/ESD,5.0,30.0,
PESD15VV1BSF,Nexperia,DSN0603-2,15.0,,15.0,1.0,Bidirectional,Commercial,TVS/ESD,9.0,30.0,
PESD15VW1ACSF,Nexperia,DSN0603-2,15,,0.52,1.0,,Commercial,TVS/ESD,24.4,30.0,
PESD15VW1BCSF,Nexperia,DSN0603-2,15,,0.45,1.0,Bidirectional,Commercial,TVS/ESD,20.0,30.0,
PESD15VW1UCSF,Nexperia,DSN0603-2,15,,1.0,1.0,Unidirectional,Commercial,TVS/ESD,24,30.0,
PESD15VY1BSF,Nexperia,DSN0603-2,15.0,,0.17,1.0,Bidirectional,Commercial,TVS/ESD,,,
PESD18VF1BALS-Q,Nexperia,DFN1006BD-2,18.0,,0.38,1.0,Bidirectional,Automotive,TVS/ESD,,15.0,
PESD18VF1BBL,Nexperia,DFN1006-2,18.0,,0.31,1.0,Bidirectional,Commercial,TVS/ESD,,10.0,
PESD18VF1BBL-Q,Nexperia,DFN1006-2,18.0,,0.31,1.0,Bidirectional,Automotive,TVS/ESD,,10.0,
PESD18VF1BBSF,Nexperia,DSN0603-2,18.0,,0.23,1.0,Bidirectional,Commercial,TVS/ESD,,10.0,
PESD18VF1BLS-Q,Nexperia,DFN1006BD-2,18.0,,0.31,1.0,Bidirectional,Automotive,TVS/ESD,,10.0,
PESD18VV1BASF,Nexperia,DSN0603-2,18.0,,12.7,1.0,Bidirectional,Commercial,TVS/ESD,7.1,30.0,
PESD18VV1BBSF,Nexperia,DSN0603-2,18,,4.1,1.0,Bidirectional,Commercial,TVS/ESD,3.0,25.0,
PESD18VY1BBIF,Nexperia,DSN0603D-2,18.0,,0.15,1.0,Bidirectional,Commercial,TVS/ESD,,10.0,
PESD20VV1BSF,Nexperia,DSN0603-2,20.0,,11.2,1.0,Bidirectional,Commercial,TVS/ESD,6.5,30.0,
PESD20VY1BBSF,Nexperia,DSN0603-2,20.0,,0.7,1.0,Bidirectional,Commercial,TVS/ESD,,30.0,
PESD22VV1BSF,Nexperia,DSN0603-2,22.0,,10.2,1.0,Bidirectional,Commercial,TVS/ESD,5.1,30.0,
PESD24VF1BALS-Q,Nexperia,DFN1006BD-2,24.0,,0.35,1.0,Bidirectional,Automotive,TVS/ESD,,15.0,
PESD24VF1BBL,Nexperia,DFN1006-2,24.0,,0.28,1.0,Bidirectional,Commercial,TVS/ESD,,10.0,
PESD24VF1BBL-Q,Nexperia,DFN1006-2,24.0,,0.28,1.0,Bidirectional,Automotive,TVS/ESD,,10.0,
PESD24VF1BBSF,Nexperia,DSN0603-2,24.0,,0.21,1.0,Bidirectional,Commercial,TVS/ESD,,10.0,
PESD24VF1BLS-Q,Nexperia,DFN1006BD-2,24.0,,0.28,1.0,Bidirectional,Automotive,TVS/ESD,,10.0,
PESD24VL1BL,Nexperia,DFN1006-2,24.0,,10.0,1.0,Bidirectional,Commercial,TVS/ESD,3.6,30.0,
PESD24VL2BT-Q,Nexperia,SOT23,24.0,,11.0,2.0,Bidirectional,Automotive,TVS/ESD,3.0,23.0,
PESD24VS1UA,Nexperia,SOD323,24.0,,23.0,1.0,Unidirectional,Commercial,TVS/ESD,3.0,23.0,
PESD24VS1UA-Q,Nexperia,SOD323,24.0,,23.0,1.0,Unidirectional,Automotive,TVS/ESD,3.0,23.0,
PESD24VS1UB,Nexperia,SC-79,24.0,,23.0,1.0,Unidirectional,Commercial,TVS/ESD,3.0,23.0,
PESD24VS1UL,Nexperia,DFN1006-2,24.0,,23.0,1.0,Unidirectional,Commercial,TVS/ESD,3.0,23.0,
PESD24VS1UL-Q,Nexperia,DFN1006-2,24.0,,23.0,1.0,Unidirectional,Automotive,TVS/ESD,3.0,23.0,
PESD24VS1ULD,Nexperia,DFN1006D-2,24.0,,23.0,1.0,Unidirectional,Commercial,TVS/ESD,3.0,23.0,
PESD24VS1ULD-Q,Nexperia,DFN1006D-2,24.0,,23.0,1.0,Unidirectional,Automotive,TVS/ESD,3.0,23.0,
PESD24VS1ULS,Nexperia,DFN1006BD-2,24.0,,23.0,1.0,Unidirectional,Commercial,TVS/ESD,4.5,23.0,
PESD24VS2UAT,Nexperia,SOT23,24.0,,23.0,2.0,Unidirectional,Commercial,TVS/ESD,3.0,23.0,
PESD24VS2UAT-Q,Nexperia,SOT23,24.0,,23.0,2.0,Unidirectional,Automotive,TVS/ESD,3.0,23.0,
PESD24VS2UQ,Nexperia,SOT663,24.0,,23.0,2.0,Unidirectional,Commercial,TVS/ESD,3.0,23.0,
PESD24VS2UT,Nexperia,SOT23,24.0,,23.0,2.0,Unidirectional,Commercial,TVS/ESD,3.0,23.0,
PESD24VS2UT-Q,Nexperia,SOT23,24.0,,23.0,2.0,Unidirectional,Automotive,TVS/ESD,3.0,23.0,
PESD24VS4UD,Nexperia,TSOP6,24.0,,45.0,4.0,Unidirectional,Commercial,TVS/ESD,4.0,23.0,
PESD24VS4UD-Q,Nexperia,TSOP6,24.0,,45.0,4.0,Unidirectional,Automotive,TVS/ESD,4.0,23.0,
PESD24VS5UD,Nexperia,TSOP6,24.0,,45.0,5.0,Unidirectional,Commercial,TVS/ESD,4.0,23.0,
PESD24VS5UD-Q,Nexperia,TSOP6,24.0,,45.0,5.0,Unidirectional,Automotive,TVS/ESD,4.0,15.0,
PESD24VU1UT,Nexperia,SOT23,24.0,,0.6,1.0,Unidirectional,Commercial,TVS/ESD,3.0,23.0,
PESD24VV1BA,Nexperia,SOD323,24.0,,14.0,1.0,Bidirectional,Commercial,TVS/ESD,,30.0,
PESD24VV1BBSF,Nexperia,DSN0603-2,24.0,,5.0,1.0,Bidirectional,Commercial,TVS/ESD,2.6,20.0,
PESD24VV1BL,Nexperia,DFN1006-2,24,,14.0,1.0,Bidirectional,Commercial,TVS/ESD,3.5,30.0,
PESD24VV1BLS,Nexperia,DFN1006BD-2,24,,14.0,1.0,Bidirectional,Commercial,TVS/ESD,3.5,30.0,
PESD24VV1BSF,Nexperia,DSN0603-2,24,,9.3,1.0,Bidirectional,Commercial,TVS/ESD,6.5,30.0,
PESD24VV2BT,Nexperia,SOT23,24.0,,14.0,2.0,Bidirectional,Commercial,TVS/ESD,3.5,30.0,
PESD24VV2BT-Q,Nexperia,SOT23,24.0,,14.0,2.0,Bidirectional,Automotive,TVS/ESD,3.5,30.0,
PESD24VY1BBSF,Nexperia,DSN0603-2,24.0,,0.66,1.0,Bidirectional,Commercial,TVS/ESD,,30.0,
PESD24VY1BSF,Nexperia,DSN0603-2,24.0,,0.17,1.0,Bidirectional,Commercial,TVS/ESD,,10.0,
PESD27VV1BA,Nexperia,SOD323,27.0,,14.0,1.0,Bidirectional,Commercial,TVS/ESD,3.0,30.0,
PESD27VV1BL,Nexperia,DFN1006-2,27,,14.0,1.0,Bidirectional,Commercial,TVS/ESD,3.0,30.0,
PESD27VV1BLS,Nexperia,DFN1006BD-2,27,,14.0,1.0,Bidirectional,Commercial,TVS/ESD,3.0,30.0,
PESD27VV1BSF,Nexperia,DSN0603-2,27,,5.0,1.0,Bidirectional,Commercial,TVS/ESD,2.7,18.0,
PESD27VV2BT,Nexperia,SOT23,27.0,,13.0,2.0,Bidirectional,Commercial,TVS/ESD,3.0,30.0,
PESD27VV2BT-Q,Nexperia,SOT23,27.0,,13.0,2.0,Bidirectional,Automotive,TVS/ESD,3.0,30.0,
PESD30VF1BALS-Q,Nexperia,DFN1006BD-2,30.0,,0.34,1.0,Bidirectional,Automotive,TVS/ESD,,15.0,
PESD30VF1BBL,Nexperia,DFN1006-2,30.0,,0.27,1.0,Bidirectional,Commercial,TVS/ESD,,10.0,
PESD30VF1BBL-Q,Nexperia,DFN1006-2,30.0,,0.27,1.0,Bidirectional,Automotive,TVS/ESD,,12.0,
PESD30VF1BLS-Q,Nexperia,DFN1006BD-2,30.0,,0.28,1.0,Bidirectional,Automotive,TVS/ESD,,10.0,
PESD30VF1BSF,Nexperia,DSN0603-2,30.0,,0.19,1.0,Bidirectional,Commercial,TVS/ESD,,10.0,
PESD30VL1BL,Nexperia,DFN1006-2,30.0,,10.0,1.0,Bidirectional,Commercial,TVS/ESD,3.6,30.0,
PESD30VV1BSF,Nexperia,DSN0603-2,30,,4.8,1.0,Bidirectional,Commercial,TVS/ESD,2.1,15.0,
PESD30VY1BSF,Nexperia,DSN0603-2,30.0,,0.16,1.0,Bidirectional,Commercial,TVS/ESD,,10.0,
PESD32VF1BALS-Q,Nexperia,DFN1006BD-2,32.0,,0.32,1.0,Bidirectional,Automotive,TVS/ESD,,15.0,
PESD32VF1BLS-Q,Nexperia,DFN1006BD-2,32.0,,0.28,1.0,Bidirectional,Automotive,TVS/ESD,,10.0,
PESD32VL1BA,Nexperia,SOD323,32.0,,8.5,1.0,Bidirectional,Commercial,TVS/ESD,3.0,30.0,
PESD33VL1BL,Nexperia,DFN1006-2,33.0,,9.5,1.0,Bidirectional,Commercial,TVS/ESD,3.6,27.0,
PESD33VV1ASF,Nexperia,DSN0603-2,33.0,,4.8,1.0,,Commercial,TVS/ESD,1.9,13.0,
PESD36VL1BL,Nexperia,DFN1006-2,36.0,,8.7,1.0,Bidirectional,Commercial,TVS/ESD,2.8,20.0,
PESD36VS1UJ,Nexperia,SC-90,36.0,,18.0,1.0,Unidirectional,Commercial,TVS/ESD,2.5,30.0,
PESD36VS1UJ-Q,Nexperia,SC-90,36.0,,18.0,1.0,Unidirectional,Automotive,TVS/ESD,2.5,30.0,
PESD36VS1UL,Nexperia,DFN1006-2,36.0,,18.0,1.0,Unidirectional,Commercial,TVS/ESD,2.5,30.0,
PESD36VS1UL-Q,Nexperia,DFN1006-2,36.0,,18.0,1.0,Unidirectional,Automotive,TVS/ESD,,30.0,
PESD36VS1ULS,Nexperia,DFN1006BD-2,36.0,,18.0,1.0,Unidirectional,Commercial,TVS/ESD,2.5,30.0,
PESD36VS2UT,Nexperia,SOT23,36.0,,17.0,2.0,Unidirectional,Commercial,TVS/ESD,2.5,30.0,
